event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
UKR160447,"18 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Vinnytsia,Vinnytskyi,Vinnytska,Vinnytsia,49.2296,28.4659,1,"Suspilne Media",National,"On 18 May 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Vinnytsia, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=no report",1716919136,13337
UKR160454,"18 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,1,"Suspilne Media",National,"On 18 May 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Zaporizhia, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=no report",1716919136,3793
UKR160455,"18 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,1,"Suspilne Media",National,"On 18 May 2024, around 30 demonstrators held a peaceful protest in Zaporizhia, demanding demobilization of servicemen after 18 months of service.",0,"crowd size=around 30",1716919136,3793
UKR160373,"18 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"Suspilne Media",National,"On 18 May 2024, around 100 demonstrators held a peaceful protest in Kyiv, demanding demobilization of servicemen after 18 months of service.",0,"crowd size=around 100",1721157119,7103
UKR160404,"18 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Sumy,Okhtyrskyi,Okhtyrska,Okhtyrka,50.3104,34.8988,1,"Suspilne Media",National,"On 18 May 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Okhtyrka, Sumy, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=no report",1725414553,11122
UKR160378,"18 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Lviv,Lvivskyi,Lvivska,Lviv,49.8407,24.0305,1,"Suspilne Media",National,"On 18 May 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Lviv, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=no report",1726526156,10443
UKR160338,"18 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.5055,31.2849,1,"Suspilne Media",National,"On 18 May 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Chernihiv, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=no report",1732654968,4659
UKR160352,"18 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivska,Ivano-Frankivsk,48.9215,24.7097,1,"Suspilne Media",National,"On 18 May 2024, 6 demonstrators held a peaceful protest in Ivano-Frankivsk, demanding demobilization of servicemen after 18 months of service.",0,"crowd size=6",1732654968,9068
UKR160415,"18 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Rivne,Rivnenskyi,Rivnenska,Rivne,50.6231,26.2274,1,"Suspilne Media",National,"On 18 May 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Rivne, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=no report",1732654968,7792
UKR160268,"12 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Cherkasy,Umanskyi,Umanska,Uman,48.7484,30.2218,1,"Suspilne Media",National,"On 12 May 2024, around 50 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Uman, Cherkasy, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 50",1716328046,7783
UKR160286,"12 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,1,"Suspilne Media",National,"On 12 May 2024, around 100 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Mykolaiv, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 100",1716328046,9019
UKR160294,"12 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,1,"Suspilne Media",National,"On 12 May 2024, around 100 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Zaporizhia, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 100",1716328046,3793
UKR160303,"12 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Obolonskyi",50.5286,30.4749,1,"Suspilne Media",National,"On 12 May 2024, around 200 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kyiv - Obolonskyi, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 200",1716328046,18998
UKR160305,"11 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Poltava,Poltavskyi,Poltavska,Poltava,49.5937,34.5407,1,"Suspilne Media",National,"On 11 May 2024, around 40 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Poltava, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 40",1716328046,14885
UKR160304,"11 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Kirovohrad,Kropyvnytskyi,Kropyvnytska,Kropyvnytskyi,48.5153,32.2545,1,"Suspilne Media",National,"On 11 May 2024, around 5 demonstrators gathered under the walls of City Council in Kropyvnytskyi demanding that budget funds are allocated to the Armed Forces of Ukraine 'instead of repairing roads and cobblestones.'",0,"crowd size= around 5",1732654968,13319
UKR159392,"10 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Khmelnytskyi,Khmelnytskyi,Khmelnytska,Khmelnytskyi,49.4128,26.998,1,"Suspilne Media",National,"On 10 May 2024, people participated in a 'Bring the Heroes Home' demonstration in Khmelnytskyi with flags and placards to draw attention of the local authorities to the issue of prisoners of war and missing persons.",0,"crowd size=no report",1715717138,16266
UKR159213,"05 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Holosiivskyi",50.3273,30.5678,1,"Suspilne Media",National,"On 5 May 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kyiv - Holosiivskyi, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= no report",1715717136,7007
RUS16163,"03 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Khabarovsk,Khabarovsk,,Khabarovsk,48.4827,135.0838,1,Activatica,Other,"On 3 May 2024, people protested in Khabarovsk (Khabarovsk) against the sale of a local market where people can sell their own produce to business developers.",0,"crowd size=no report",1715131179,6977
UKR158674,"03 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Khmelnytskyi,Khmelnytskyi,Khmelnytska,Khmelnytskyi,49.4128,26.998,1,"Suspilne Media",National,"On 3 May 2024, about 80 protesters participated in the 90th demonstration 'Return Heroes from Captivity' in Khmelnytskyi, Khmelnytskyi, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=about 80",1715131179,16266
RUS16076,"01 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Komi",Usinsk,,Usinsk,65.9984,57.5451,1,Activatica,Other,"On 1 May 2024, KPRF activistst protests in Usinsk (Usinskiy, Republic of Komi) demanding the resignation of the region's governor and arguing against electronic voting Russia has implemented in the last few years.",0,"crowd size=no report",1715131182,6007
RUS16077,"01 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Labor Group (Russia)",Protesters,,,,"Protesters only",,643,Europe,Russia,Novosibirsk,Novosibirsk,,Novosibirsk,55.0415,82.9346,1,Activatica,Other,"On 1 May 2024, over 100 left-wing activists protested in Novosibirsk (Novosibirsk) against the federal government's corruption and the increase of the retirement age.",0,"crowd size=over 100",1715131182,16087
RUS16078,"01 May 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,"Police Forces of Russia (2000-)",,"State forces","State forces-Protesters",,643,Europe,Russia,Irkutsk,Bratsk,,Bratsk,56.1619,101.6218,1,Activatica,Other,"On 1 May 2024, KPRF members and supporters protested in Bratsk (Irkutsk) against the federal government's corruption. Police detained a KPRF member who gave a speech at the event.",0,"crowd size=no report",1715131182,9929
RUS16129,"01 May 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KR: Communists of Russia",Protesters,,,,"Protesters only",,643,Europe,Russia,Novgorod,"Velikiy Novgorod",,"Veliky Novgorod",58.5447,31.2857,1,Activatica,Other,"On 1 May 2024, KR activists protested in Veliky Novgorod (Velikiy Novgorod, Novgorod) against the renaming of the Russian State University for the Humanities's Politics School in honor of Ivan Ilyin - an early 20th century Russian philosopher known for his fascist ideas.",0,"crowd size=no report",1715131183,2610
RUS16008,"29 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","OKI: Organisation of Internationalist Communists",Protesters,,,,"Protesters only",,643,Europe,Russia,Sverdlovsk,Ekaterinburg,,Yekaterinburg,56.8519,60.6122,1,Activatica,Other,"On 29 April 2024, Organisation of Internationalist Communists's activists conducted a series of single-person protests in Yekaterinburg (Ekaterinburg, Sverdlovsk) against the renaming of the Russian State University for the Humanities's Politics School in honor of Ivan Ilyin - an early 20th century Russian philosopher known for his fascist ideas.",0,"crowd size=no report",1715131184,6433
UKR158279,"29 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Odesa,Izmailskyi,Izmailska,Izmail,45.3493,28.8408,1,"Suspilne Media",National,"On 29 April 2024, about a dozen people peacefully demonstrated in Izmail, Odesa region, to draw attention to the problems of prisoner swaps and demand more information about the situation of their friends and relatives who were defenders of Azovstal and Zmiinyi Island and have been held in the Russian captivity since the early months of the full-scale war.",0,"crowd size=a dozen",1720552479,2123
RUS16009,"28 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Yabloko: Russian United Democratic Party",Protesters,,,,"Protesters only",,643,Europe,Russia,Moscow,Vostochnyy,,"Moscow - Eastern",55.7872,37.766,1,Activatica,Other,"On 28 April 2024, over 200 people, including Yabloko party members and local representative Maksim Kruglov, protested in Moscow - Eastern (Vostochnyy, Moscow) against the allegedly illegal felling of trees in the Sokol'niki park.",0,"crowd size=over 200",1715131185,9633
RUS16063,"28 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Krasnodar,Novokubanskiy,,Sovetskaya,44.7753,41.1759,1,Kommersant,National,"On 28 April 2024, over 150 people protested in Sovetskaya (Novokubanskiy, Krasnodar) against the construction of a landfill next to their village.",0,"crowd size=over 150",1715131185,1666
RUS16065,"28 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Orenburg,Orsk,,Orsk,51.2048,58.5668,1,Activatica,Other,"On 28 April 2024, people protested and recorded a video address to Vladimir Putinin the Forstadt district of Orsk (Orenburg) demanding that the government compensate them for the losses they suffered during the recent flooding of the region.",0,"crowd size=no report",1715131185,5365
UKR158157,"28 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,"Suspilne Media",National,"On 28 April 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kharkiv, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=no report",1715131185,14580
UKR158172,"28 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Podilskyi",50.4931,30.4406,1,"Suspilne Media",National,"On 28 April 2024, around 500 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kyiv - Podilskyi, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=around 500",1715131185,8134
UKR158227,"28 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Ternopil,Ternopilskyi,Ternopilska,Ternopil,49.5559,25.6056,1,"Suspilne Media",National,"On 28 April 2024, around 40 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Ternopil, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=around 40",1715131186,11422
RUS16007,"28 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; LKSM: Leninist Komsomol of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Krasnodar,Novorossiysk,,Novorossiysk,44.7243,37.7675,1,Activatica,Other,"On 28 April 2024, Leninist Komsomol activists conducted a series of single-person protests in Novorossiysk (Novorossiyskiy, Krasnodar) against the renaming of the Russian State University for the Humanities's Politics School in honor of Ivan Ilyin - an early 20th century Russian philosopher known for his fascist ideas.",0,"crowd size=no report",1730240835,8242
UKR158049,"27 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,1,"Suspilne Media",National,"On 27 April 2024, around 80 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Dnipro, Dnipropetrovsk, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=around 80",1715131278,5302
UKR158076,"27 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Shevchenkivskyi",50.4646,30.4655,1,"Suspilne Media",National,"On 27 April 2024, around 100 demonstrators held a peaceful protest in Kyiv - Shevchenkivskyi, demanding demobilization of servicemen after 18 months of service.",0,"crowd size=around 100",1715131278,12496
UKR158119,"27 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Poltava,Poltavskyi,Poltavska,Poltava,49.5937,34.5407,1,"Suspilne Media",National,"On 27 April 2024, around 60 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Poltava, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=around 60",1715131278,14885
UKR158045,"27 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.5055,31.2849,1,"Suspilne Media",National,"On 27 April 2024, demonstrators held a peaceful protest 'Our lives are also in captivity!' in Chernihiv, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=no report",1732654964,4659
RUS15923,"26 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Moscow,Yugo-Vostochnyy,,"Moscow - South-Eastern",55.6956,37.752,1,"Sovetskaya Rossiya",National,"On 26 April 2024, people protested in Lyublino in Moscow - South-Eastern (Yugo-Vostochnyy, Moscow) against the construction of a mall in their courtyard.",0,"crowd size=no report",1714518498,49692
RUS15922,"23 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Tyumen,Tobolsk,,Tobolsk,58.198,68.2545,1,Activatica,Other,"On 23 April 2024, people conducted a series of single-person protests in Tobolsk (Tyumen) against the demolition of the historical building where Dmitryi Mendeleyev was born to make way for a hotel.",0,"crowd size=no report",1714518498,5778
RUS15921,"22 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Penza,Penza,,Penza,53.2007,45.0046,1,Activatica,Other,"On 22 April 2024, people participated in a series of single-person protests in Penza (Penza) in support of a local legislature deputy, who was sentenced to 5 days in prison for 'disobeying a policeman.'",0,"crowd size=no report",1714518498,12067
RUS15918,"21 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Khabarovsk,Khabarovsk,,Khabarovsk,48.4827,135.0838,1,Activatica,Other,"On 21 April 2024, people protested in Khabarovsk (Khabarovsk) demanding that the government resettles them to houses that are not on the verge of collapsing - despite promising to do so in 2019, the government has only resettled 30% of people living in those.",0,"crowd size=no report",1714518498,6977
RUS15919,"21 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; LKSM: Leninist Komsomol of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Saint Petersburg",Admiralteyskiy,,"St. Petersburg",59.931,30.3049,1,Activatica,Other,"On 21 April 2024, Leninist Komsomol members conducted a series of single-person protests in St. Petersburg (Admiralteyskiy, Saint Petersburg) against the renaming of the Russian State University for the Humanities' Politics School in honor of Ivan Ilyin - an early 20th century Russian philosopher known for his fascist ideas.",0,"crowd size=no report",1714518498,32984
RUS15920,"21 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Tomsk,Tomsk,,Tomsk,56.4977,84.9744,1,Activatica,Other,"On 21 April 2024, around 50 people protested in Tomsk (Tomsk) demanding that the government treat stray animals more humanely and invest in better infrastructure to find them homes.",0,"crowd size=around 50",1714518498,14111
UKR157513,"21 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Podilskyi",50.4931,30.4406,1,"Suspilne Media",National,"On 21 April 2024, around 200 demonstrators held a peaceful protest 'Two hearts in captivity' in Kyiv - Podilskyi, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=around 200",1714518566,8134
UKR157512,"21 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivska,Ivano-Frankivsk,48.9215,24.7097,1,"Suspilne Media",National,"On 21 April 2024, around 50 demonstrators held a peaceful protest 'Two hearts in captivity' in Ivano-Frankivsk, demanding exchanges of prisoners captured in Mariupol be intensified.",0,"crowd size=around 50",1732654963,9068
RUS15917,"20 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Udmurt Republic",Izhevsk,,Izhevsk,56.8498,53.2045,1,Activatica,Other,"On 20 April 2024, around 200 people protested in Izhevsk (Udmurt Republic) against the proposed law that would legally allow the government to euthanize stray animals.",0,"crowd size=around 200",1714518498,19197
UKR157510,"20 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Odesa,Izmailskyi,Izmailska,Izmail,45.3493,28.8408,1,"Suspilne Media",National,"On 20 April 2024, around 20 cars participated in a rally in Izmail, Odesa, to support the Armed Forces of Ukraine.",0,"crowd size=around 20",1720552479,2123
UKR157511,"20 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Kirovohrad,Kropyvnytskyi,Kropyvnytska,Kropyvnytskyi,48.5153,32.2545,1,"Suspilne Media",National,"On 20 April 2024, around 25 demonstrators took part in a running rally in Kropyvnytskyi to support relatives of prisoners of war.",0,"crowd size=around 25",1732654963,13319
RUS15795,"18 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Novosibirsk,Novosibirsk,,Novosibirsk,55.0415,82.9346,1,Activatica,Other,"On 18 April 2024, almost 30 people protested in Novosibirsk (Novosibirsk) demanding that the government pay closer attention to and restore notable buildings in the city instead of demolishing them.",0,"crowd size=almost 30",1713900273,16087
RUS15712,"14 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Tatarstan",Kazan,,Kazan,55.7887,49.1221,1,Activatica,Other,"On 14 April 2024, people protested in Kazan (Kazan) against the local authorities' decision to build entertainment facilities in a local grove due to environmental concerns.",0,"crowd size=no report",1713900272,13435
RUS15716,"14 April 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Russia)","Civilians (Russia); Journalists (Russia)",Protesters,"Police Forces of Russia (2000-)",,"State forces","State forces-Protesters",,643,Europe,Russia,Primorskiy,Nakhodkinskiy,,Nakhodka,42.8167,132.8667,1,Activatica,Other,"On 14 April 2024, people protested in Nakhodka (Nakhodkinskiy, Primorskiy) against the destruction of a local birch grove. Russian police detained 2 journalists who were covering the protest and one activist.",0,"crowd size=no report",1713900272,2410
RUS15722,"14 April 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Russia)",,Protesters,"Police Forces of Russia (2000-)",,"State forces","State forces-Protesters",,643,Europe,Russia,"Moscow Oblast",Pushchino,,Pushchino,54.8295,37.6232,1,Activatica,Other,"On 14 April 2024, at least 4 people conducted a series of single-person protests in Pushchino (Moscow Oblast) demanding that the city retain local self-governance, which is set to be eradicated with the regional authorities' decision to join Pushchino and Serpukhov into one city district. All 4 were detained by the police.",0,"crowd size=at least 4",1713900272,8909
RUS15728,"14 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Yaroslavl,Yaroslavl,,Yaroslavl,57.6198,39.8554,1,Activatica,Other,"On 14 April 2024, people participated in a protest organized by KPRF in Yarloslavl (Yaroslavl) demanding that the government reverse its decision to replace trams with buses in the city, as well as that they close down toxic waste facilities, citing environmental concerns.",0,"crowd size=no report",1713900273,10321
UKR156396,"14 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Pecherskyi",50.427,30.5454,1,"24 Channel",National,"On 14 April 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kyiv - Pecherskyi, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size=no report",1721157119,12966
RUS15617,"10 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Kaluga,Kaluga,,Kaluga,54.5293,36.2754,1,Activatica,Other,"On 10 April 2024, people protested in Kaluga (Kaluga) against the government's plans to construct a penal 'supercolony' near the city - a massive prison for over 3000 prisoners.",0,"crowd size=no report",1713291475,12377
RUS15567,"08 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Orenburg,Orsk,,Orsk,51.2048,58.5668,1,Activatica,Other,"On 8 April 2024, hundreds of people protested in Orsk (Orenburg) against the government's ineptitude in handling the aftermath of the Orsk dam collapse. At least 6 people were injured as a result of the collapse, and thousands of houses remain flooded.",0,"crowd size=hundreds",1713291475,5365
RUS15572,"08 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Samara,Samara,,Samara,53.2001,50.15,1,Activatica,Other,"On 8 April 2024, people protested in Samara (Samara) demanding that the government close an animal crematorium in their district, arguing that it negatively affects the air quality.",0,"crowd size=no report",1713291475,11174
UKR155666,"07 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Shevchenkivskyi",50.4646,30.4655,1,"Suspilne Media",National,"On 7 April 2024, around 200 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kyiv - Shevchenkivskyi, demanding exchanges of prisoners taken in Mariupol be intensified.",0,"crowd size= around 200",1713291476,12496
UKR155673,"07 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,1,"Suspilne Media",National,"On 7 April 2024, around 400 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Mykolaiv, demanding exchanges of prisoners taken in Mariupol be intensified.",0,"crowd size= around 400",1713291476,9019
UKR155636,"07 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Cherkasy,Cherkaskyi,Cherkaska,Cherkasy,49.4285,32.0621,1,"Suspilne Media",National,"On 7 April 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Cherkasy, demanding exchanges of prisoners taken in Mariupol be intensified.",0,"crowd size= no report",1732654938,6701
UKR155543,"06 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Shevchenkivskyi",50.4646,30.4655,1,"Suspilne Media",National,"On 6 April 2024, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kyiv - Shevchenkivskyi, demanding exchanges of prisoners taken in Mariupol be intensified.",0,"crowd size= no report",1713291476,12496
